Ingredient_EN,CO2_kg_per_kg,source,Country,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
"Fiber-rich breakfast cereals, with or without fruit, enriched with vitamins and minerals",0.13437912,French,Aruba,1,0,2,2,0,1,2,2,2,2,1,2
"Fiber-rich breakfast cereals, with or without fruit, enriched with vitamins and minerals",0.94459898,French,Montenegro,2,2,0,2,2,2,2,0,0,1,1,1
"Breakfast cereals very rich in fiber, enriched with vitamins and minerals",0.16897,French,Spain,2,2,2,1,0,2,1,2,1,2,1,0
"Breakfast cereals very rich in fiber, enriched with vitamins and minerals",0.20050868,French,"Tanzania, United Republic of",1,2,2,1,2,1,0,0,0,0,0,1
"Breakfast cereals very rich in fiber, enriched with vitamins and minerals",0.50529397,French,Bulgaria,0,1,2,0,1,2,1,0,1,2,2,2
"Breakfast cereals very rich in fiber, enriched with vitamins and minerals",0.51178386,French,Saint Lucia,0,2,1,1,1,2,1,0,1,2,1,0
"Breakfast cereals very rich in fiber, enriched with vitamins and minerals",0.046879657,French,India,2,0,1,1,1,0,0,0,1,2,1,0
"Breakfast cereals very rich in fiber, enriched with vitamins and minerals",0.66832344,French,New Caledonia,0,2,2,1,0,2,0,2,0,1,2,1
"Breakfast cereals very rich in fiber, enriched with vitamins and minerals",0.046460675,French,Albania,2,2,2,0,1,0,1,1,1,1,0,0
"Breakfast cereals very rich in fiber, enriched with vitamins and minerals",0.16824859,French,Réunion,2,1,2,2,2,0,2,2,1,1,0,0
"Breakfast cereals very rich in fiber, enriched with vitamins and minerals",0.13437912,French,Ukraine,0,1,0,0,2,0,0,2,0,2,1,0
"Breakfast cereals very rich in fiber, enriched with vitamins and minerals",0.94459898,French,Romania,1,2,0,1,2,2,1,0,2,0,0,1
Shrimp chips,0.27313996,French,Lesotho,0,0,1,0,0,0,0,1,1,1,2,0
Shrimp chips,3.8867491,French,Kyrgyzstan,0,2,1,2,0,1,0,0,1,1,0,1
Shrimp chips,0.75749044,French,Egypt,1,2,2,0,1,1,2,1,1,2,2,1
Shrimp chips,0.04470955,French,Iceland,1,0,0,1,1,1,0,1,2,2,0,2
Shrimp chips,0.48796903,French,Turkmenistan,1,0,1,0,2,0,2,0,2,1,2,1
Corn chips or tortilla chips,0.1265095,French,France,2,0,2,2,0,0,0,0,2,2,0,1
Corn chips or tortilla chips,0.0030176861,French,Haiti,0,0,1,0,2,2,0,0,2,2,1,0
Corn chips or tortilla chips,0.78760474,French,Ecuador,0,2,0,2,1,2,2,2,1,1,1,1
Corn chips or tortilla chips,1.4171322700000002,French,American Samoa,2,2,1,1,0,2,2,0,1,1,2,2
Cigarette,0.83685985,French,China,1,1,2,1,2,2,1,2,1,0,2,2
Cigarette,0.4013991,French,Viet Nam,1,0,1,1,1,2,2,2,0,1,0,2
Cigarette,0.0030176861,French,Malaysia,1,2,2,2,1,1,0,2,0,2,0,0
Cigarette,0.30216073,French,China,1,0,2,2,1,1,1,1,0,0,2,1
Cigarette,0.25673551,French,Sweden,1,0,1,2,0,0,2,0,0,0,1,2
Cigarette,1.07070672,French,Puerto Rico,0,1,1,2,1,1,1,1,1,0,2,1
"Classic cone or cone, for ice cream",1.7490371,French,Chile,0,1,1,0,0,2,2,0,2,0,0,1
"Classic cone or cone, for ice cream",0.1071454,French,Austria,2,2,0,1,0,1,1,1,1,1,0,0
"Classic cone or cone, for ice cream",0.085309496,French,Guinea,1,2,1,2,1,1,1,2,0,0,2,0
"Classic cone or cone, for ice cream",0.30696784,French,Guam,0,0,1,2,1,1,0,1,1,0,1,1
"Classic cone or cone, for ice cream",0.1383867,French,Djibouti,1,2,2,1,2,1,0,1,1,2,1,2
"Classic cone or cone, for ice cream",1.07051388,French,Malawi,0,2,0,1,0,1,2,2,1,2,0,2
Chocolate chip cookie,0.023943603,French,Suriname,1,1,0,1,0,1,2,0,2,2,2,0
Chocolate chip cookie,0.57136761,French,Senegal,2,1,1,0,2,1,2,2,1,1,1,2
Chocolate chip cookie,0.14240922,French,French Southern Territories,2,2,2,0,2,2,0,2,2,0,2,0
Chocolate chip cookie,1.8176213,French,Kuwait,1,0,0,2,0,2,2,0,2,1,0,0
Chocolate chip cookie,0.79206146,French,Niue,0,2,2,2,0,0,0,2,2,0,0,1
Chocolate chip cookie,0.89293371,French,Argentina,2,0,2,0,2,0,2,2,2,0,2,2
Chocolate chip cookie,0.010178158,French,Solomon Islands,2,2,1,0,0,1,0,1,1,1,1,0
Chocolate chip cookie,0.34532402,French,Cabo Verde,1,2,2,0,0,2,1,1,1,0,2,2
Chocolate chip cookie,0.1001561,French,Libya,1,2,0,0,1,0,2,0,2,2,2,0
Chocolate chip cookie,0.24667304,French,Bosnia and Herzegovina,2,1,0,2,0,1,1,1,2,0,2,2
Chocolate chip cookie,0.067252181,French,Nauru,1,1,2,2,1,1,2,1,0,2,2,1
Chocolate chip cookie,1.26008175,French,Haiti,2,1,2,2,1,2,1,2,0,0,1,0
Lace crepe,0.83685985,French,Vanuatu,1,0,2,1,1,1,0,0,1,2,2,0
Lace crepe,0.4013991,French,Uruguay,2,2,0,0,0,1,0,2,1,0,0,2
Lace crepe,0.0030176861,French,"Venezuela, Bolivarian Republic of",0,2,0,1,2,1,1,2,2,2,0,1
Lace crepe,0.30216073,French,"Congo, The Democratic Republic of the",2,0,0,1,2,0,0,2,1,2,0,2
Lace crepe,0.25673551,French,Benin,1,2,1,1,1,2,2,2,1,0,2,1
Lace crepe,1.07070672,French,Burkina Faso,0,1,1,2,1,0,0,0,2,0,1,2
"Lace crepe (for aperitif) with cheese, prepackaged",0.092498018,French,"Palestine, State of",1,0,0,2,1,0,2,2,0,2,0,0
"Lace crepe (for aperitif) with cheese, prepackaged",0.0029875092,French,Benin,0,2,2,2,2,1,2,1,1,1,0,2
"Lace crepe (for aperitif) with cheese, prepackaged",0.45866394,French,"Korea, Republic of",0,2,0,2,2,1,2,1,1,0,1,1
"Lace crepe (for aperitif) with cheese, prepackaged",0.47590316,French,Dominican Republic,1,2,2,1,0,2,2,0,1,1,0,2
"Lace crepe (for aperitif) with cheese, prepackaged",0.01859767,French,Iceland,2,0,0,2,0,1,2,1,1,1,1,0
"Lace crepe (for aperitif) with cheese, prepackaged",0.48816938,French,Montserrat,2,2,0,2,1,1,1,2,1,2,1,0
"Chocolate lace crepe, prepackaged",0.41842992,French,Wallis and Futuna,2,0,1,1,2,2,2,2,1,1,2,1
"Chocolate lace crepe, prepackaged",8.2666608,French,Paraguay,2,1,2,0,1,2,2,1,0,2,1,2
"Chocolate lace crepe, prepackaged",0.20069955,French,Costa Rica,1,2,0,1,2,2,1,1,1,1,1,0
"Chocolate lace crepe, prepackaged",0.0741897,French,Mali,1,0,1,1,0,1,0,0,0,1,0,0
"Chocolate lace crepe, prepackaged",0.0030176861,French,Tonga,2,1,1,0,2,1,0,0,2,1,1,2
"Chocolate lace crepe, prepackaged",0.16481495,French,Singapore,0,2,2,0,1,1,1,2,0,0,2,0
"Chocolate lace crepe, prepackaged",0.13776052,French,"Saint Helena, Ascension and Tristan da Cunha",2,2,1,0,2,1,2,0,2,1,0,0
"Chocolate lace crepe, prepackaged",1.07070672,French,French Southern Territories,2,0,2,2,2,2,2,2,0,1,0,2
Florentin (dry sweet chocolate almond biscuit),1.7490371,French,Singapore,0,0,2,0,0,1,1,0,0,2,0,1
Florentin (dry sweet chocolate almond biscuit),0.1071454,French,Tonga,2,1,1,0,1,1,2,0,2,2,2,1
Florentin (dry sweet chocolate almond biscuit),0.085309496,French,Cocos (Keeling) Islands,1,1,1,1,1,0,0,0,2,0,2,1
Florentin (dry sweet chocolate almond biscuit),0.30696784,French,Mauritius,0,0,2,2,0,0,0,0,2,1,1,1
Florentin (dry sweet chocolate almond biscuit),0.1383867,French,Singapore,1,0,2,0,0,2,2,1,2,2,2,1
Florentin (dry sweet chocolate almond biscuit),1.20352867,French,Niger,2,1,0,0,1,1,2,1,1,0,2,1
"Chocolate filled wafer, prepackaged",1.6235081,French,Burkina Faso,1,2,1,1,2,2,2,2,1,2,2,0
"Chocolate filled wafer, prepackaged",0.15760346,French,Aruba,2,2,1,2,1,2,0,2,0,2,0,1
"Chocolate filled wafer, prepackaged",4.4986015,French,Svalbard and Jan Mayen,2,0,2,0,0,2,0,1,2,1,0,1
"Chocolate filled wafer, prepackaged",0.17717607,French,Niger,2,2,0,1,0,0,1,2,0,0,1,1
"Chocolate filled wafer, prepackaged",0.13400341,French,Bhutan,0,2,1,2,0,2,2,1,0,0,0,0
"Chocolate filled wafer, prepackaged",1.07070672,French,Slovakia,0,1,1,0,1,2,0,1,0,0,2,1
"Wafer filled with nuts (hazelnut, almond, praline, etc.), chocolate or not, prepackaged",0.51938676,French,Netherlands,1,2,1,2,2,0,0,1,0,2,2,1
"Wafer filled with nuts (hazelnut, almond, praline, etc.), chocolate or not, prepackaged",1.3306072,French,Hong Kong,1,0,0,0,0,0,1,1,2,1,1,1
"Wafer filled with nuts (hazelnut, almond, praline, etc.), chocolate or not, prepackaged",0.30309873,French,Togo,0,0,0,0,0,1,2,2,1,0,2,2
"Wafer filled with nuts (hazelnut, almond, praline, etc.), chocolate or not, prepackaged",0.092021678,French,Saint Lucia,0,0,1,1,2,2,1,0,1,0,2,0
"Wafer filled with nuts (hazelnut, almond, praline, etc.), chocolate or not, prepackaged",0.19098618,French,Christmas Island,2,0,1,2,0,2,1,0,1,2,2,0
"Wafer filled with nuts (hazelnut, almond, praline, etc.), chocolate or not, prepackaged",1.07070672,French,Belgium,2,0,2,1,1,2,0,2,0,1,2,1
"Filled wafer, with fruit",1.2134468,French,Eswatini,2,0,1,0,0,0,2,2,2,1,2,0
"Filled wafer, with fruit",0.074259189,French,Mongolia,2,0,0,0,2,2,0,0,0,1,0,0
"Filled wafer, with fruit",0.059095387,French,Jersey,1,0,1,1,2,2,0,1,1,2,2,2
"Filled wafer, with fruit",0.098984734,French,American Samoa,0,0,2,0,1,1,2,2,1,2,0,2
"Filled wafer, with fruit",0.21219924,French,Åland Islands,2,2,2,0,0,1,0,1,2,1,1,2
"Filled wafer, with fruit",0.18848144,French,Bangladesh,2,0,2,0,2,0,2,0,0,2,2,0
"Filled wafer, with fruit",1.07070672,French,Serbia,0,1,1,0,1,2,2,0,2,1,0,0
Wafer or fan without filling,1.7490371,French,"Virgin Islands, British",2,1,0,0,1,2,0,0,2,1,1,1
Wafer or fan without filling,0.1071454,French,Jersey,2,0,2,2,1,2,2,1,2,0,2,2
Wafer or fan without filling,0.085309495,French,Nicaragua,2,1,1,1,1,1,0,2,1,1,0,0
Wafer or fan without filling,0.30696784,French,Gambia,0,0,1,0,0,0,1,2,1,1,2,0
Wafer or fan without filling,0.1383867,French,Czechia,1,2,1,0,0,0,0,1,0,1,2,1
Wafer or fan without filling,1.07070672,French,Montenegro,2,1,0,0,1,1,1,2,2,1,0,1
"Wafer, vanilla filled, prepackaged",1.7490371,French,Algeria,2,0,2,1,2,1,0,1,1,1,2,2
"Wafer, vanilla filled, prepackaged",0.1071454,French,Saint Vincent and the Grenadines,0,0,1,0,2,0,0,1,2,0,1,0
"Wafer, vanilla filled, prepackaged",0.085309495,French,Denmark,1,0,2,0,2,2,0,2,1,2,2,1
"Wafer, vanilla filled, prepackaged",0.30696784,French,Samoa,2,1,2,2,0,1,2,0,2,1,0,1
"Wafer, vanilla filled, prepackaged",0.1383867,French,Costa Rica,0,0,1,1,2,1,0,0,0,0,0,0
"Wafer, vanilla filled, prepackaged",1.07070672,French,Jersey,0,1,2,0,2,2,0,2,0,1,1,1
Dry sponge cake filled with fruit and topped with chocolate,0.14926866,French,Saint Barthélemy,0,2,2,0,1,2,1,1,1,2,1,2
Dry sponge cake filled with fruit and topped with chocolate,0.53845372,French,Ethiopia,1,0,0,0,1,2,0,0,1,0,0,0
Dry sponge cake filled with fruit and topped with chocolate,0.56021738,French,Mauritius,1,2,2,0,2,2,0,0,1,0,1,1
Dry sponge cake filled with fruit and topped with chocolate,0.046010839,French,Wallis and Futuna,2,2,1,1,1,1,2,1,1,2,0,2
Dry sponge cake filled with fruit and topped with chocolate,0.10457276,French,Bouvet Island,2,2,1,1,0,1,2,2,0,1,2,1
Dry sponge cake filled with fruit and topped with chocolate,1.07051388,French,Qatar,0,1,0,2,2,2,0,1,2,0,0,1
“Dry filled snack (“sandwiched””) with chocolate flavor”,0.42553932,French,Eswatini,2,0,1,2,2,1,1,0,1,0,1,2
“Dry filled snack (“sandwiched””) with chocolate flavor”,3.5856232,French,Poland,0,1,2,0,0,1,1,0,2,1,1,0
“Dry filled snack (“sandwiched””) with chocolate flavor”,0.44337492,French,Bhutan,0,1,2,0,2,0,2,2,0,1,0,2
“Dry filled snack (“sandwiched””) with chocolate flavor”,0.27186313,French,Antarctica,2,2,2,2,0,1,2,0,2,0,1,2
“Dry filled snack (“sandwiched””) with chocolate flavor”,0.10887477,French,Panama,2,2,0,2,0,0,2,0,0,1,2,1
“Dry filled snack (“sandwiched””) with chocolate flavor”,0.29391999,French,Mongolia,2,1,0,1,1,2,1,0,2,1,0,2
“Dry filled snack (“sandwiched””) with chocolate flavor”,0.19286473,French,Guinea-Bissau,1,2,0,0,2,0,1,2,2,2,2,0
“Dry filled snack (“sandwiched””) with chocolate flavor”,1.27992658,French,Svalbard and Jan Mayen,0,0,2,2,1,2,2,1,2,2,2,2
“Sandwiched dry snack with fruit flavor”,1.2134468,French,Antarctica,2,1,2,0,0,2,1,1,2,0,2,2
“Sandwiched dry snack with fruit flavor”,0.074259188,French,Guam,1,1,1,0,1,0,0,2,0,1,0,1
“Sandwiched dry snack with fruit flavor”,0.059095387,French,Zimbabwe,1,1,2,0,2,0,0,0,2,2,0,1
“Sandwiched dry snack with fruit flavor”,0.098984735,French,Ghana,1,1,0,0,1,1,2,0,1,0,0,1
“Sandwiched dry snack with fruit flavor”,0.21219924,French,"Virgin Islands, British",0,1,0,1,1,2,1,2,0,1,0,2
“Sandwiched dry snack with fruit flavor”,0.18848144,French,British Indian Ocean Territory,0,0,0,0,1,2,1,1,0,1,2,1
“Sandwiched dry snack with fruit flavor”,1.20352867,French,Fiji,0,0,2,2,2,2,0,2,2,2,1,2
“Sandwiched dry snack with milk or vanilla flavor”,1.8243545,French,Namibia,2,0,1,1,0,1,2,1,0,1,2,2
“Sandwiched dry snack with milk or vanilla flavor”,3.1483521,French,Sierra Leone,2,0,2,1,2,0,0,1,1,2,1,2
“Sandwiched dry snack with milk or vanilla flavor”,0.086989336,French,Cook Islands,1,1,1,2,0,2,0,2,1,0,2,0
“Sandwiched dry snack with milk or vanilla flavor”,0.27400485,French,Syrian Arab Republic,2,1,1,1,1,0,0,0,0,2,1,1
“Sandwiched dry snack with milk or vanilla flavor”,0.13713434,French,Belgium,1,0,0,0,1,0,0,1,1,2,1,1
“Sandwiched dry snack with milk or vanilla flavor”,1.20352867,French,Indonesia,1,1,0,1,2,2,1,1,2,0,2,1
"Wheat grains puffed with honey or caramel, enriched with vitamins and minerals",0.16897,French,Türkiye,1,2,2,0,1,2,2,0,1,0,1,0
"Wheat grains puffed with honey or caramel, enriched with vitamins and minerals",0.20050868,French,Solomon Islands,0,1,2,1,1,0,1,0,1,0,0,1
"Wheat grains puffed with honey or caramel, enriched with vitamins and minerals",0.50529397,French,Ireland,0,2,2,1,0,1,2,1,2,1,0,1
"Wheat grains puffed with honey or caramel, enriched with vitamins and minerals",0.51178386,French,Monaco,0,0,2,0,0,1,0,1,2,0,1,0
"Wheat grains puffed with honey or caramel, enriched with vitamins and minerals",0.046879657,French,Italy,1,0,2,1,0,1,1,2,1,1,0,2
"Wheat grains puffed with honey or caramel, enriched with vitamins and minerals",0.66832344,French,"Palestine, State of",2,1,2,1,0,0,2,2,2,0,2,0
"Wheat grains puffed with honey or caramel, enriched with vitamins and minerals",0.046460675,French,China,1,0,1,2,0,2,0,2,2,2,1,2
"Wheat grains puffed with honey or caramel, enriched with vitamins and minerals",0.16824859,French,Cook Islands,1,0,1,2,2,0,1,0,0,0,0,0
"Wheat grains puffed with honey or caramel, enriched with vitamins and minerals",0.13437912,French,"Palestine, State of",2,1,2,2,2,0,0,1,1,1,1,2
"Wheat grains puffed with honey or caramel, enriched with vitamins and minerals",0.94459898,French,Niger,0,1,2,1,0,1,2,2,0,2,2,1
"Chocolate puffed wheat grains, enriched with vitamins and minerals",0.16897,French,"Bolivia, Plurinational State of",0,1,1,1,1,1,2,1,2,2,2,1
"Chocolate puffed wheat grains, enriched with vitamins and minerals",0.20050868,French,United States Minor Outlying Islands,2,2,2,1,1,2,0,1,1,2,2,1
"Chocolate puffed wheat grains, enriched with vitamins and minerals",0.50529397,French,Côte d'Ivoire,0,2,0,1,0,2,2,0,1,1,0,2
"Chocolate puffed wheat grains, enriched with vitamins and minerals",0.51178386,French,Latvia,2,0,0,0,0,1,0,2,1,0,0,0
"Chocolate puffed wheat grains, enriched with vitamins and minerals",0.046879657,French,Lao People's Democratic Republic,1,2,1,0,0,2,1,0,2,0,1,1
"Chocolate puffed wheat grains, enriched with vitamins and minerals",0.66832344,French,Tajikistan,2,0,0,1,1,2,2,2,0,0,2,0
"Chocolate puffed wheat grains, enriched with vitamins and minerals",0.046460675,French,China,2,0,2,1,1,0,0,0,2,2,0,0
"Chocolate puffed wheat grains, enriched with vitamins and minerals",0.16824859,French,Thailand,2,0,2,2,1,0,0,2,2,0,1,2
"Chocolate puffed wheat grains, enriched with vitamins and minerals",0.13437912,French,Switzerland,2,2,2,1,1,0,2,0,1,0,0,1
"Chocolate puffed wheat grains, enriched with vitamins and minerals",0.94459898,French,Nauru,1,0,2,2,2,1,1,1,1,2,1,1
Dry macaron,0.66993364,French,Montserrat,1,0,0,1,0,1,1,0,1,0,2,0
Dry macaron,0.23490152,French,Turkmenistan,2,0,1,1,2,1,2,2,2,0,2,1
Dry macaron,0.36443919,French,Faroe Islands,1,1,0,2,0,0,0,0,0,1,0,0
Dry macaron,1.07051388,French,Tokelau,1,0,1,1,0,1,2,0,0,0,0,0
Meringue,0.58498055,French,Armenia,2,0,0,1,2,1,2,1,2,0,2,1
Meringue,0.39073893,French,South Sudan,1,1,1,0,1,1,2,0,1,0,0,0
Meringue,1.07051388,French,"Bolivia, Plurinational State of",1,1,0,0,0,0,2,0,1,0,2,2
Crispy chocolate muesli (not enriched with vitamins and minerals),0.06820561,French,Saint Lucia,0,1,0,1,0,2,0,2,1,1,2,2
Crispy chocolate muesli (not enriched with vitamins and minerals),0.58084038,French,Guinea,1,2,1,1,2,0,1,2,2,0,1,0
Crispy chocolate muesli (not enriched with vitamins and minerals),0.45500844,French,Western Sahara,1,0,2,0,2,2,2,0,0,2,2,0
Crispy chocolate muesli (not enriched with vitamins and minerals),0.53093833,French,Isle of Man,1,2,2,0,1,2,1,2,1,1,1,2
Crispy chocolate muesli (not enriched with vitamins and minerals),0.035778578,French,"Bonaire, Sint Eustatius and Saba",0,1,0,2,1,0,0,0,2,1,1,1
Crispy chocolate muesli (not enriched with vitamins and minerals),0.078273023,French,Croatia,2,1,0,2,1,0,1,1,1,1,1,2
Crispy chocolate muesli (not enriched with vitamins and minerals),0.80437153,French,Malta,2,1,0,1,2,1,2,1,0,0,2,0
"Crispy chocolate muesli, with or without fruit, enriched with vitamins and minerals",0.06820561,French,Namibia,1,2,0,1,2,0,1,2,2,0,1,2
"Crispy chocolate muesli, with or without fruit, enriched with vitamins and minerals",0.58084038,French,Curaçao,1,1,0,1,2,2,1,0,0,2,0,2
"Crispy chocolate muesli, with or without fruit, enriched with vitamins and minerals",0.45500844,French,Italy,2,1,1,1,0,1,2,2,2,1,2,1
"Crispy chocolate muesli, with or without fruit, enriched with vitamins and minerals",0.53093833,French,San Marino,2,1,1,0,2,1,1,1,0,1,0,0
"Crispy chocolate muesli, with or without fruit, enriched with vitamins and minerals",0.035778578,French,Greece,1,1,2,2,1,0,2,0,2,0,1,0
"Crispy chocolate muesli, with or without fruit, enriched with vitamins and minerals",0.078273023,French,United Arab Emirates,1,2,2,1,2,1,2,1,0,0,2,2
"Crispy chocolate muesli, with or without fruit, enriched with vitamins and minerals",0.80437153,French,"Taiwan, Province of China",1,2,1,1,1,2,2,0,0,2,1,1
"Crispy muesli with fruit and/or dried fruit, seeds (not enriched with vitamins and minerals)",0.06820561,French,Marshall Islands,2,2,0,0,0,1,1,2,1,1,1,0
"Crispy muesli with fruit and/or dried fruit, seeds (not enriched with vitamins and minerals)",0.58084038,French,United Kingdom,0,1,2,1,1,1,2,2,0,0,1,1
"Crispy muesli with fruit and/or dried fruit, seeds (not enriched with vitamins and minerals)",0.45500844,French,Zambia,2,2,2,2,1,0,0,0,2,1,0,1
"Crispy muesli with fruit and/or dried fruit, seeds (not enriched with vitamins and minerals)",0.53093833,French,Denmark,1,0,0,0,0,1,1,2,0,1,2,0
"Crispy muesli with fruit and/or dried fruit, seeds (not enriched with vitamins and minerals)",0.035778578,French,San Marino,2,0,0,0,1,2,2,2,1,2,1,2
"Crispy muesli with fruit and/or dried fruit, seeds (not enriched with vitamins and minerals)",0.078273023,French,Iraq,2,1,1,2,1,2,1,0,0,1,2,0
"Crispy muesli with fruit and/or dried fruit, seeds (not enriched with vitamins and minerals)",0.80437153,French,Grenada,2,1,2,2,2,1,0,2,0,1,1,2
"Crispy muesli with fruit or dried fruit, enriched with vitamins and minerals",0.06820561,French,United Arab Emirates,2,0,0,0,2,1,1,0,1,2,1,0
"Crispy muesli with fruit or dried fruit, enriched with vitamins and minerals",0.58084038,French,"Bolivia, Plurinational State of",1,2,0,1,1,2,0,2,2,1,2,1
